,TradeType,TradeResult,Result,EMA_9,EMA_20,RSI,Name,SDate,EDate,RatioB/W,StochasticRsi,Stochastic
3493,BullishReversal,0,-2288.2971496582163,217.89937964197696,219.34069766046343,42.77049756564508,processed_EXIDEIND.csv,2019-04-26,2019-05-21,13.20001220703125,0.0648741687633922,14.814847016537742
3494,BullishReversal,1,577.205871582004,210.9292311903777,213.9830915800519,38.29290261165057,processed_EXIDEIND.csv,2019-05-14,2019-05-21,14.000610376395937,0.1048723000520673,20.937442779541193
3495,BullishReversal,1,506.6965637207031,183.46240118049323,189.30177956676397,31.145026882400273,processed_EXIDEIND.csv,2019-08-05,2019-08-28,5.611152555016785,0.1118696267512265,13.412821571705862
3496,BullishReversal,1,2308.303436279297,180.4334538682734,182.9878922172351,42.26397022049556,processed_EXIDEIND.csv,2019-10-25,2019-10-30,9.00026158608362,0.0743099091203541,22.598880446901664
3497,BullishReversal,0,-21196.00341796875,180.95376571794137,185.19843313255623,33.968382019777536,processed_EXIDEIND.csv,2020-02-18,2020-04-15,13.166522557347033,0.0993659135138429,12.624592296391535
3498,BullishReversal,0,-2833.998336791992,183.60315564476304,185.18505908729105,42.573798081958216,processed_EXIDEIND.csv,2021-07-07,2021-09-30,7.400024414062386,0.5669267311427652,24.24242424242424
3499,BullishReversal,1,6008.503723144531,170.76241702985757,174.59673012011692,27.005450991063213,processed_EXIDEIND.csv,2021-11-29,2022-02-03,2.8147930465447475,0.0,13.690465738262084
3500,BullishReversal,1,622.2480010986328,158.15080615410105,163.20864129059896,25.590251993311895,processed_EXIDEIND.csv,2022-02-22,2022-03-25,4.727323169970453,0.0,16.80397060257876
3501,BullishReversal,1,18922.992248535174,157.3838616794354,159.57104118596297,44.210371118973654,processed_EXIDEIND.csv,2022-10-10,2022-12-21,12.0,0.5189431223483373,25.222542792511337
3502,BullishReversal,1,19999.19804382326,156.5456708644871,158.74386789106305,43.17519061182873,processed_EXIDEIND.csv,2022-10-12,2022-12-21,3.4000040690104165,0.7770650518229264,26.666666666666668
3503,BullishReversal,1,3203.4068603515466,182.6213163125171,184.63174316507724,37.99317039960003,processed_EXIDEIND.csv,2022-12-28,2023-01-24,2.624978542409735,0.1041647733552596,15.762218274123684
3504,BullishReversal,1,3425.5000000000114,256.06975392354485,258.995325878494,33.314368860477174,processed_EXIDEIND.csv,2023-10-26,2023-11-03,13.777898341866013,0.0,13.931887228583724
3505,BullishReversal,0,-20294.337158203125,524.1033776442711,532.635829782075,42.74245850864831,processed_DIXON.csv,2018-10-01,2019-01-01,3.1079912468032376,0.4955968974073315,27.08239789008995
3506,BullishReversal,0,-4960.1611328125,428.0579303690257,442.44862540324493,34.89734817166074,processed_DIXON.csv,2018-11-09,2019-01-01,2.948994123912445,1.0,22.870749236034175
3507,BullishReversal,1,2390.0830078125,458.29342578244905,464.1124208722299,32.465311823428806,processed_DIXON.csv,2019-05-14,2019-05-21,8.365482626679123,0.0418987485210612,31.31670815720458
3508,BullishReversal,0,-463.49945068360654,468.3427969918369,471.3858650571945,36.618686589207186,processed_DIXON.csv,2019-06-13,2019-07-08,5.632962145315239,0.0,25.32531575855804
3509,BullishReversal,1,11990.141662597644,443.16675510087447,447.56889611357593,41.94901090665436,processed_DIXON.csv,2019-07-22,2019-09-17,3.691230589713801,0.161222471082845,22.76384250148941
